Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Genotype],Comment [Genotype Gene Identifier 1],Comment [Genotype Gene Identifier 2],Comment [Genotype Gene Symbol 1],Comment [Genotype Gene Symbol 2],Comment [Genotype Allele Identifier 1],Comment [Genotype Allele Identifier 2],Comment [Genotype Allele Symbol 1],Comment [Genotype Allele Symbol 2],Characteristics [Stock],Characteristics [Strain],Characteristics [Developmental Stage],Term Source 2 REF,Term Source 2 Accession,Comment [Developmental Stage - Substage],Assay Name,Experimental Condition [Treatment],Experimental Condition [Targeted Protein 1],Experimental Condition [Targeted Protein 2],Experimental Condition [Targeted Protein 3],Comment [Targeted Protein Gene Identifier 1],Comment [Targeted Protein Gene Identifier 2],Comment [Targeted Protein Gene Identifier 3],Comment [Targeted Protein Gene Symbol 1],Comment [Targeted Protein Gene Symbol 2],Comment [Targeted Protein Gene Symbol 3],Experimental Condition [Targeted Transcript 1],Experimental Condition [Targeted Transcript 2],Experimental Condition [Targeted Transcript 3],Experimental Condition [Targeted Transcript 4],Comment [Targeted Transcript Gene Identifier 1],Comment [Targeted Transcript Gene Identifier 2],Comment [Targeted Transcript Gene Identifier 3],Comment [Targeted Transcript Gene Identifier 4],Comment [Targered Transcript Gene Symbol 1],Comment [Targered Transcript Gene Symbol 2],Comment [Targered Transcript Gene Symbol 3],Comment [Targered Transcript Gene Symbol 4],Source Name,Image File,Comment [Image File Path],Comment [Image File Type],Channels
01 - wild-type - Dichaete antibody stain (1),6a_01_wt_Dprotein555-TL_008_shellavg.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,01_6a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,6a_01_wt_Dprotein555-TL_008_shellavg.tif,01_wt_Dprotein555-TL/shell_avgs/6a_01_wt_Dprotein555-TL_008_shellavg.tif,average projection of embryo shell,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),6b_01_wt_Dprotein555-TL_009_shellavg.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,01_6b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,6b_01_wt_Dprotein555-TL_009_shellavg.tif,01_wt_Dprotein555-TL/shell_avgs/6b_01_wt_Dprotein555-TL_009_shellavg.tif,average projection of embryo shell,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),6c_01_wt_Dprotein555-TL_011_shellavg.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,01_6c,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,6c_01_wt_Dprotein555-TL_011_shellavg.tif,01_wt_Dprotein555-TL/shell_avgs/6c_01_wt_Dprotein555-TL_011_shellavg.tif,average projection of embryo shell,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),5-1a_01_wt_Dprotein555-TL_004.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Jan,01_5-1a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,5-1a_01_wt_Dprotein555-TL_004.tif,01_wt_Dprotein555-TL/stacks/5-1a_01_wt_Dprotein555-TL_004.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),5-1b_01_wt_Dprotein555-TL_006.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Jan,01_5-1b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,5-1b_01_wt_Dprotein555-TL_006.tif,01_wt_Dprotein555-TL/stacks/5-1b_01_wt_Dprotein555-TL_006.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),5-1c_01_wt_Dprotein555-TL_002.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Jan,01_5-1c,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,5-1c_01_wt_Dprotein555-TL_002.tif,01_wt_Dprotein555-TL/stacks/5-1c_01_wt_Dprotein555-TL_002.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),5-2a_01_wt_Dprotein555-TL_005.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,01_5-2a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,5-2a_01_wt_Dprotein555-TL_005.tif,01_wt_Dprotein555-TL/stacks/5-2a_01_wt_Dprotein555-TL_005.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),5-2b_01_wt_Dprotein555-TL_003.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,01_5-2b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,5-2b_01_wt_Dprotein555-TL_003.tif,01_wt_Dprotein555-TL/stacks/5-2b_01_wt_Dprotein555-TL_003.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),5-3a_01_wt_Dprotein555-TL_001.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Mar,01_5-3a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,5-3a_01_wt_Dprotein555-TL_001.tif,01_wt_Dprotein555-TL/stacks/5-3a_01_wt_Dprotein555-TL_001.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),5-4a_01_wt_Dprotein555-TL_010.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,01_5-4a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,5-4a_01_wt_Dprotein555-TL_010.tif,01_wt_Dprotein555-TL/stacks/5-4a_01_wt_Dprotein555-TL_010.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),5-4b_01_wt_Dprotein555-TL_007.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,01_5-4b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,5-4b_01_wt_Dprotein555-TL_007.tif,01_wt_Dprotein555-TL/stacks/5-4b_01_wt_Dprotein555-TL_007.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),6a_01_wt_Dprotein555-TL_008.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,01_6a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,6a_01_wt_Dprotein555-TL_008.tif,01_wt_Dprotein555-TL/stacks/6a_01_wt_Dprotein555-TL_008.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),6b_01_wt_Dprotein555-TL_009.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,01_6b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,6b_01_wt_Dprotein555-TL_009.tif,01_wt_Dprotein555-TL/stacks/6b_01_wt_Dprotein555-TL_009.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
01 - wild-type - Dichaete antibody stain (1),6c_01_wt_Dprotein555-TL_011.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,01_6c,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,01,6c_01_wt_Dprotein555-TL_011.tif,01_wt_Dprotein555-TL/stacks/6c_01_wt_Dprotein555-TL_011.tif,"rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),4-4a_02_wt_Dprotein555-TL_007_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,4,EFO,EFO_0005859,04-Apr,02_4-4a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,4-4a_02_wt_Dprotein555-TL_007_mp.tif,02_wt_Dprotein555-TL/mps/4-4a_02_wt_Dprotein555-TL_007_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-1a_02_wt_Dprotein555-TL_013_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Jan,02_5-1a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-1a_02_wt_Dprotein555-TL_013_mp.tif,02_wt_Dprotein555-TL/mps/5-1a_02_wt_Dprotein555-TL_013_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2a_02_wt_Dprotein555-TL_012_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2a_02_wt_Dprotein555-TL_012_mp.tif,02_wt_Dprotein555-TL/mps/5-2a_02_wt_Dprotein555-TL_012_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2b_02_wt_Dprotein555-TL_008_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2b_02_wt_Dprotein555-TL_008_mp.tif,02_wt_Dprotein555-TL/mps/5-2b_02_wt_Dprotein555-TL_008_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2c_02_wt_Dprotein555-TL_004_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2c,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2c_02_wt_Dprotein555-TL_004_mp.tif,02_wt_Dprotein555-TL/mps/5-2c_02_wt_Dprotein555-TL_004_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2d_02_wt_Dprotein555-TL_016_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2d,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2d_02_wt_Dprotein555-TL_016_mp.tif,02_wt_Dprotein555-TL/mps/5-2d_02_wt_Dprotein555-TL_016_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2e_02_wt_Dprotein555-TL_017_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2e,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2e_02_wt_Dprotein555-TL_017_mp.tif,02_wt_Dprotein555-TL/mps/5-2e_02_wt_Dprotein555-TL_017_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-3a_02_wt_Dprotein555-TL_018_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Mar,02_5-3a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-3a_02_wt_Dprotein555-TL_018_mp.tif,02_wt_Dprotein555-TL/mps/5-3a_02_wt_Dprotein555-TL_018_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-3b_02_wt_Dprotein555-TL_005_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Mar,02_5-3b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-3b_02_wt_Dprotein555-TL_005_mp.tif,02_wt_Dprotein555-TL/mps/5-3b_02_wt_Dprotein555-TL_005_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-4a_02_wt_Dprotein555-TL_002_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,02_5-4a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-4a_02_wt_Dprotein555-TL_002_mp.tif,02_wt_Dprotein555-TL/mps/5-4a_02_wt_Dprotein555-TL_002_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-4b_02_wt_Dprotein555-TL_006_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,02_5-4b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-4b_02_wt_Dprotein555-TL_006_mp.tif,02_wt_Dprotein555-TL/mps/5-4b_02_wt_Dprotein555-TL_006_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-5a_02_wt_Dprotein555-TL_009_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,02_5-5a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-5a_02_wt_Dprotein555-TL_009_mp.tif,02_wt_Dprotein555-TL/mps/5-5a_02_wt_Dprotein555-TL_009_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),6a_02_wt_Dprotein555-TL_015_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,02_6a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,6a_02_wt_Dprotein555-TL_015_mp.tif,02_wt_Dprotein555-TL/mps/6a_02_wt_Dprotein555-TL_015_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),6b_02_wt_Dprotein555-TL_010_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,02_6b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,6b_02_wt_Dprotein555-TL_010_mp.tif,02_wt_Dprotein555-TL/mps/6b_02_wt_Dprotein555-TL_010_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),6c_02_wt_Dprotein555-TL_003_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,02_6c,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,6c_02_wt_Dprotein555-TL_003_mp.tif,02_wt_Dprotein555-TL/mps/6c_02_wt_Dprotein555-TL_003_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),6d_02_wt_Dprotein555-TL_011_mp.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,02_6d,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,6d_02_wt_Dprotein555-TL_011_mp.tif,02_wt_Dprotein555-TL/mps/6d_02_wt_Dprotein555-TL_011_mp.tif,"maximum projection of rotated, masked and cropped image stack","DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),4-4a_02_wt_Dprotein555-TL_007_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,4,EFO,EFO_0005859,04-Apr,02_4-4a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,4-4a_02_wt_Dprotein555-TL_007_overlay.tif,02_wt_Dprotein555-TL/overlays/4-4a_02_wt_Dprotein555-TL_007_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-1a_02_wt_Dprotein555-TL_013_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Jan,02_5-1a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-1a_02_wt_Dprotein555-TL_013_overlay.tif,02_wt_Dprotein555-TL/overlays/5-1a_02_wt_Dprotein555-TL_013_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2a_02_wt_Dprotein555-TL_012_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2a_02_wt_Dprotein555-TL_012_overlay.tif,02_wt_Dprotein555-TL/overlays/5-2a_02_wt_Dprotein555-TL_012_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2b_02_wt_Dprotein555-TL_008_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2b_02_wt_Dprotein555-TL_008_overlay.tif,02_wt_Dprotein555-TL/overlays/5-2b_02_wt_Dprotein555-TL_008_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2c_02_wt_Dprotein555-TL_004_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2c,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2c_02_wt_Dprotein555-TL_004_overlay.tif,02_wt_Dprotein555-TL/overlays/5-2c_02_wt_Dprotein555-TL_004_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2d_02_wt_Dprotein555-TL_016_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2d,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2d_02_wt_Dprotein555-TL_016_overlay.tif,02_wt_Dprotein555-TL/overlays/5-2d_02_wt_Dprotein555-TL_016_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-2e_02_wt_Dprotein555-TL_017_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Feb,02_5-2e,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-2e_02_wt_Dprotein555-TL_017_overlay.tif,02_wt_Dprotein555-TL/overlays/5-2e_02_wt_Dprotein555-TL_017_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-3a_02_wt_Dprotein555-TL_018_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Mar,02_5-3a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-3a_02_wt_Dprotein555-TL_018_overlay.tif,02_wt_Dprotein555-TL/overlays/5-3a_02_wt_Dprotein555-TL_018_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-3b_02_wt_Dprotein555-TL_005_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Mar,02_5-3b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-3b_02_wt_Dprotein555-TL_005_overlay.tif,02_wt_Dprotein555-TL/overlays/5-3b_02_wt_Dprotein555-TL_005_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-4a_02_wt_Dprotein555-TL_002_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,02_5-4a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-4a_02_wt_Dprotein555-TL_002_overlay.tif,02_wt_Dprotein555-TL/overlays/5-4a_02_wt_Dprotein555-TL_002_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-4b_02_wt_Dprotein555-TL_006_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-Apr,02_5-4b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-4b_02_wt_Dprotein555-TL_006_overlay.tif,02_wt_Dprotein555-TL/overlays/5-4b_02_wt_Dprotein555-TL_006_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),5-5a_02_wt_Dprotein555-TL_009_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,5,EFO,EFO_0005859,05-May,02_5-5a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,5-5a_02_wt_Dprotein555-TL_009_overlay.tif,02_wt_Dprotein555-TL/overlays/5-5a_02_wt_Dprotein555-TL_009_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),6a_02_wt_Dprotein555-TL_015_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,02_6a,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,6a_02_wt_Dprotein555-TL_015_overlay.tif,02_wt_Dprotein555-TL/overlays/6a_02_wt_Dprotein555-TL_015_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
02 - wild-type - Dichaete antibody stain (2),6b_02_wt_Dprotein555-TL_010_overlay.tif,Drosophila melanogaster,NCBITaxon,NCBITaxon_7227,wild-type,,,,,,,,,FBsn0000277,Oregon R,6,EFO,EFO_0005859,6,02_6b,antibody stain,Dichaete,,,FBgn0000411,,,D,,,,,,,,,,,,,,,02,6b_02_wt_Dprotein555-TL_010_overlay.tif,02_wt_Dprotein555-TL/overlays/6b_02_wt_Dprotein555-TL_010_overlay.tif,embryo mask overlaid on maximum projection of DAPI channel from raw stack,"DAPI stain, D antibody (Alexa Fluor 555), transmitted light"
